strain	subject acc.ver	subject title	species	genotype	E	P	H	F	date	year	location	GeoNames.country_code	GeoNames.admin1_code	GeoNames.admin2_code	GeoNames.admin3_code	GeoNames.admin4_code	GeoNames.geonameid	GeoNames.name	GeoNames.latitude	GeoNames.longitude	GeoNames.feature_code	GeoNames.modification_date
MW816021.1	MW816021.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0013009/2019-03-06, complete genome	B	66	7	66	7	7	2019-03-06	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816022.1	MW816022.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0013027/2019-03-07, complete genome	B	66	7	66	7	7	2019-03-07	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816023.1	MW816023.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0013131/2019-04-13, complete genome	B	66	7	66	7	7	2019-04-13	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816024.1	MW816024.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0013132/2019-04-08, complete genome	B	66	7	66	7	7	2019-04-08	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816025.1	MW816025.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0013142/2019-04-20, complete genome	B	66	7	66	7	7	2019-04-20	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816026.1	MW816026.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0013148/2019-06-13, complete genome	B	66	7	66	7	7	2019-06-13	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816027.1	MW816027.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0019388/2019-04-15, complete genome	B	66	7	66	7	7	2019-04-15	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816028.1	MW816028.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0019427/2019-04-25, complete genome	B	66	7	66	7	7	2019-04-25	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816029.1	MW816029.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0019495/2019-05-07, complete genome	B	66	7	66	7	7	2019-05-07	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816030.1	MW816030.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0024324/2019-03-22, complete genome	B	66	7	66	7	7	2019-03-22	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816031.1	MW816031.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0024328/2019-03-23, complete genome	B	66	7	66	7	7	2019-03-23	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816032.1	MW816032.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0027613/2019-04-02, complete genome	B	66	7	66	7	7	2019-04-02	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816033.1	MW816033.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0027619/2019-04-07, complete genome	B	66	7	66	7	7	2019-04-07	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816034.1	MW816034.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0027743/2019-04-22, complete genome	B	66	7	66	7	7	2019-04-22	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816035.1	MW816035.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0048511/2019-04-16, complete genome	B	66	7	66	7	7	2019-04-16	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816036.1	MW816036.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0048580/2019-05-12, complete genome	B	66	7	66	7	7	2019-05-12	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816037.1	MW816037.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0048593/2019-05-15, complete genome	B	66	7	66	7	7	2019-05-15	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816038.1	MW816038.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0048644/2019-05-17, complete genome	B	66	7	66	7	7	2019-05-17	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816039.1	MW816039.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0048645/2019-05-17, complete genome	B	66	7	66	7	7	2019-05-17	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816040.1	MW816040.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0048769/2019-06-05, complete genome	B	66	7	66	7	7	2019-06-05	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816041.1	MW816041.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0048770/2019-06-04, complete genome	B	66	7	66	7	7	2019-06-04	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816042.1	MW816042.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0048771/2019-06-03, complete genome	B	66	7	66	7	7	2019-06-03	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816043.1	MW816043.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0063953/2019-06-22, complete genome	B	66	7	66	7	7	2019-06-22	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816044.1	MW816044.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0063957/2019-07-03, complete genome	B	66	7	66	7	7	2019-07-03	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816045.1	MW816045.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0063958/2019-07-03, complete genome	B	66	7	66	7	7	2019-07-03	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816046.1	MW816046.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0063959/2019-07-01, complete genome	B	66	7	66	7	7	2019-07-01	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816047.1	MW816047.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0063985/2019-06-26, complete genome	B	66	7	66	7	7	2019-06-26	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816048.1	MW816048.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0063986/2019-06-26, complete genome	B	66	7	66	7	7	2019-06-26	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816049.1	MW816049.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0069202/2019-08-18, complete genome	B	66	7	66	7	7	2019-08-18	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816050.1	MW816050.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0082502/2019-05-29, complete genome	B	66	7	66	7	7	2019-05-29	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816051.1	MW816051.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0082504/2019-06-01, complete genome	B	66	7	66	7	7	2019-06-01	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816052.1	MW816052.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0082515/2019-05-31, complete genome	B	66	7	66	7	7	2019-05-31	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816053.1	MW816053.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0082559/2019-06-22, complete genome	B	66	7	66	7	7	2019-06-22	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816054.1	MW816054.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0082562/2019-06-24, complete genome	B	66	7	66	7	7	2019-06-24	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816055.1	MW816055.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090149/2019-06-29, complete genome	B	66	7	66	7	7	2019-06-29	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816056.1	MW816056.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090151/2019-06-28, complete genome	B	66	7	66	7	7	2019-06-28	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816057.1	MW816057.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090152/2019-06-29, complete genome	B	66	7	66	7	7	2019-06-29	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816058.1	MW816058.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090199/2019-07-04, complete genome	B	66	7	66	7	7	2019-07-04	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816059.1	MW816059.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090204/2019-07-06, complete genome	B	66	7	66	7	7	2019-07-06	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816060.1	MW816060.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090207/2019-07-05, complete genome	B	66	7	66	7	7	2019-07-05	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816061.1	MW816061.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090208/2019-07-09, complete genome	B	66	7	66	7	7	2019-07-09	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816062.1	MW816062.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090212/2019-07-12, complete genome	B	66	7	66	7	7	2019-07-12	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816063.1	MW816063.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090250/2019-07-04, complete genome	B	66	7	66	7	7	2019-07-04	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816064.1	MW816064.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090259/2019-07-29, complete genome	B	66	7	66	7	7	2019-07-29	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816065.1	MW816065.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090270/2019-07-21, complete genome	B	66	7	66	7	7	2019-07-21	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816066.1	MW816066.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090273/2019-07-20, complete genome	B	66	7	66	7	7	2019-07-20	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816067.1	MW816067.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090275/2019-07-15, complete genome	B	66	7	66	7	7	2019-07-15	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816068.1	MW816068.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090276/2019-07-18, complete genome	B	66	7	66	7	7	2019-07-18	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816069.1	MW816069.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090277/2019-07-07, complete genome	B	66	7	66	7	7	2019-07-07	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816070.1	MW816070.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090330/2019-07-15, complete genome	B	66	7	66	7	7	2019-07-15	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816071.1	MW816071.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090494/2019-08-26, complete genome	B	66	7	66	7	7	2019-08-26	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816072.1	MW816072.1	Human adenovirus 7 strain HAdV7/China/Hubei/19B0090497/2019-08-14, complete genome	B	66	7	66	7	7	2019-08-14	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816073.1	MW816073.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0009088/2019-05-17, complete genome	B	66	7	66	7	7	2019-05-17	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816074.1	MW816074.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0012260/2019-05-06, complete genome	B	66	7	66	7	7	2019-05-06	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816075.1	MW816075.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0012958/2019-03-27, complete genome	B	66	7	66	7	7	2019-03-27	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816076.1	MW816076.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0012977/2019-02-13, complete genome	B	66	7	66	7	7	2019-02-13	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816077.1	MW816077.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0012982/2019-02-27, complete genome	B	66	7	66	7	7	2019-02-27	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816078.1	MW816078.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0012984/2019-02-15, complete genome	B	66	7	66	7	7	2019-02-15	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816079.1	MW816079.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0013005/2019-02-20, complete genome	B	66	7	66	7	7	2019-02-20	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816081.1	MW816081.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0016355/2019-01-29, complete genome	B	66	7	66	7	7	2019-01-29	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816082.1	MW816082.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0016367/2019-02-12, complete genome	B	66	7	66	7	7	2019-02-12	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816083.1	MW816083.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0016369/2019-02-20, complete genome	B	66	7	66	7	7	2019-02-20	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816084.1	MW816084.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0016415/2019-02-01, complete genome	B	66	7	66	7	7	2019-02-01	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816085.1	MW816085.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0016442/2019-02-10, complete genome	B	66	7	66	7	7	2019-02-10	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816086.1	MW816086.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0016447/2019-02-17, complete genome	B	66	7	66	7	7	2019-02-17	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816087.1	MW816087.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0016451/2019-02-11, complete genome	B	66	7	66	7	7	2019-02-11	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816088.1	MW816088.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0019386/2019-04-09, complete genome	B	66	7	66	7	7	2019-04-09	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816089.1	MW816089.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0024187/2019-02-20, complete genome	B	66	7	66	7	7	2019-02-20	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816090.1	MW816090.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0024189/2019-02-21, complete genome	B	66	7	66	7	7	2019-02-21	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816091.1	MW816091.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0024193/2019-03-03, complete genome	B	66	7	66	7	7	2019-03-03	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816092.1	MW816092.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0024314/2019-03-12, complete genome	B	66	7	66	7	7	2019-03-12	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816093.1	MW816093.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0024321/2019-03-19, complete genome	B	66	7	66	7	7	2019-03-19	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816094.1	MW816094.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0024341/2019-03-26, complete genome	B	66	7	66	7	7	2019-03-26	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816095.1	MW816095.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0024343/2019-03-25, complete genome	B	66	7	66	7	7	2019-03-25	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816096.1	MW816096.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0027593/2019-04-18, complete genome	B	66	7	66	7	7	2019-04-18	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816097.1	MW816097.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0027686/2019-04-26, complete genome	B	66	7	66	7	7	2019-04-26	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816098.1	MW816098.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0027702/2019-04-23, complete genome	B	66	7	66	7	7	2019-04-23	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816099.1	MW816099.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0027704/2019-04-25, complete genome	B	66	7	66	7	7	2019-04-25	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816100.1	MW816100.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0027747/2019-04-20, complete genome	B	66	7	66	7	7	2019-04-20	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MW816101.1	MW816101.1	Human adenovirus 7 strain HAdV7/China/Hubei/19S0082726/2019-06-07, complete genome	B	66	7	66	7	7	2019-06-07	2019	CN.12	CN	12	?	?	?	1806949	Hubei Sheng	31	112.25	ADM1	2016-05-16
MZ151860.1	MZ151860.1	Human mastadenovirus C strain HAdVC/Novosibirsk/8.65Hp/2020, complete genome	C	1	1	1	1	1	2020-01-30	2020	RU.53	RU	53	?	?	?	1496745	Novosibirsk Oblast	55	80	ADM1	2020-07-08
MZ151861.1	MZ151861.1	Human mastadenovirus C strain HAdVC/Novosibirsk/7.134V/2019, complete genome	C	2	57	2	2	2	2019-12-04	2019	RU.53	RU	53	?	?	?	1496745	Novosibirsk Oblast	55	80	ADM1	2020-07-08
MZ151862.1	MZ151862.1	Human mastadenovirus C strain HAdVC/Novosibirsk/8.234V/2020, complete genome	C	89	6	89	2	2	2020-12-14	2020	RU.53	RU	53	?	?	?	1496745	Novosibirsk Oblast	55	80	ADM1	2020-07-08
MZ151863.1	MZ151863.1	Human mastadenovirus C strain HAdVC/Novosibirsk/8.202V/2020, complete genome	C	2	6	2	2	2	2020-12-10	2020	RU.53	RU	53	?	?	?	1496745	Novosibirsk Oblast	55	80	ADM1	2020-07-08
MZ151864.1	MZ151864.1	Human mastadenovirus C strain HAdVC/Novosibirsk/8.142V/2020, complete genome	C	2	2	2	2	2	2020-11-30	2020	RU.53	RU	53	?	?	?	1496745	Novosibirsk Oblast	55	80	ADM1	2020-07-08
MZ151865.1	MZ151865.1	Human mastadenovirus C strain HAdVC/Novosibirsk/8.171V/2020, complete genome	C	2	2	1	2	2	2020-12-07	2020	RU.53	RU	53	?	?	?	1496745	Novosibirsk Oblast	55	80	ADM1	2020-07-08
MZ151866.1	MZ151866.1	Human mastadenovirus C strain HAdVC/Novosibirsk/8.81V/2020, complete genome	C	1	1	1	1	1	2020-11-19	2020	RU.53	RU	53	?	?	?	1496745	Novosibirsk Oblast	55	80	ADM1	2020-07-08
MZ546190.1	MZ546190.1	Unidentified adenovirus strain Adenzj-7 E1A protein, E1B 19kDa protein, E1B 55 kDa protein, IX protein, E2B DNA polymerase, E2B DNA terminal protein, L1 52 kDa protein, L1 IIIa capsid protein, penton, L2 pVII, V protein, L2 pMu protein, L3 pVI, hexon, L3 protease, E2A DNA-binding protein, L4 100 kDa hexon assembly-associated protein, pVIII protein, E3 CR1-alpha, E3 CR1-beta, E3 RID-alpha, E3 RID-beta, E3 14.7kDa protein, U exon protein, short fiber protein, long fiber protein, E4 control protein orf6, E4 control protein orf4, E4 control protein orf3, and E4 control protein orf2 genes, complete cds	F	41	41	41	41	41	2016-01-01	2016	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MZ983552.1	MZ983552.1	Human adenovirus 31 isolate 20161068, complete genome	A	31	31	31	31	31	2007-01-01	2007	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983553.1	MZ983553.1	Human adenovirus 31 isolate 20180083, complete genome	A	31	31	31	31	31	2008-01-01	2008	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983554.1	MZ983554.1	Human adenovirus 31 isolate 20205080, complete genome	A	31	31	31	31	31	2008-01-01	2008	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983555.1	MZ983555.1	Human adenovirus 31 isolate 20261808, complete genome	A	31	31	31	31	31	2010-01-01	2010	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983556.1	MZ983556.1	Human adenovirus 31 isolate 20292326, complete genome	A	31	31	31	31	31	2011-01-01	2011	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983557.1	MZ983557.1	Human adenovirus 31 isolate 20298891, complete genome	A	31	31	31	31	31	2011-01-01	2011	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983558.1	MZ983558.1	Human adenovirus 31 isolate 20299634, complete genome	A	31	31	31	31	31	2011-01-01	2011	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983559.1	MZ983559.1	Human adenovirus 31 isolate 20325097, complete genome	A	31	31	31	31	31	2012-01-01	2012	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983560.1	MZ983560.1	Human adenovirus 31 isolate 20326357, complete genome	A	31	31	31	31	31	2012-01-01	2012	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983561.1	MZ983561.1	Human adenovirus 31 isolate 20327562, complete genome	A	31	31	31	31	31	2012-01-01	2012	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983562.1	MZ983562.1	Human adenovirus 31 isolate 20330178, complete genome	A	31	31	31	31	31	2012-01-01	2012	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983563.1	MZ983563.1	Human adenovirus 31 isolate 20334274, complete genome	A	31	31	31	31	31	2012-01-01	2012	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983564.1	MZ983564.1	Human adenovirus 31 isolate 20346002, complete genome	A	31	31	31	31	31	2013-01-01	2013	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983565.1	MZ983565.1	Human adenovirus 31 isolate 20347499, complete genome	A	31	31	31	31	31	2013-01-01	2013	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983566.1	MZ983566.1	Human adenovirus 31 isolate 20356677, complete genome	A	31	31	31	31	31	2013-01-01	2013	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983567.1	MZ983567.1	Human adenovirus 31 isolate 20382908, complete genome	A	31	31	31	31	31	2014-01-01	2014	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983568.1	MZ983568.1	Human adenovirus 31 isolate 20393785, complete genome	A	31	31	31	31	31	2014-01-01	2014	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983569.1	MZ983569.1	Human adenovirus 31 isolate 20397701, complete genome	A	31	31	31	31	31	2014-01-01	2014	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983570.1	MZ983570.1	Human adenovirus 31 isolate 20398175, complete genome	A	31	31	31	31	31	2014-01-01	2014	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983571.1	MZ983571.1	Human adenovirus 31 isolate 20402795, complete genome	A	31	31	31	31	31	2014-01-01	2014	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983572.1	MZ983572.1	Human adenovirus 31 isolate 20529787, complete genome	A	31	31	31	31	31	2018-01-01	2018	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MZ983573.1	MZ983573.1	Human adenovirus 31 isolate 60019339, complete genome	A	31	31	31	31	31	2018-01-01	2018	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
